id,saleprice
2658,141049.77267427926
2718,167692.79980115316
2414,240249.66648187622
1989,107794.1001502685
625,175362.38565558585
333,72090.58142444942
1327,99978.45442418537
858,153444.98519144725
95,169661.21120895815
1568,165010.00464522437
2482,149763.5433761222
1364,106660.99538441264
2584,159410.98727061233
818,280426.53459017427
2673,150220.69519175444
2089,135661.25665169055
1297,160038.16309483157
790,129572.71405275387
2616,187311.6247017319
720,184482.02665188813
222,167031.19342420742
557,131675.8564578785
1148,176017.12948709316
2766,159989.64753083544
534,186889.7499271162
1452,128332.75713666824
630,136863.21769116988
2648,128587.03101966988
125,151846.22885615166
1904,37571.95138516204
1670,104510.23663677963
756,88596.56525666009
717,236720.39652412364
1032,153824.4968790516
852,226247.92356798795
1731,171610.52637901876
2639,111203.85044919615
2071,75576.78040645465
1267,147995.63309102456
1851,195776.43189359945
567,165337.68710564717
2439,211682.65736017702
1898,157929.5550608166
647,176804.1075911155
2256,211445.00851521126
979,97311.41072595397
1444,223561.6216682924
2485,126503.85920369878
157,128120.31092034787
88,120718.73058002588
2003,103611.84885416891
186,215834.40578583867
1425,249060.0645783545
2695,133254.5072576191
738,115192.87066195434
395,158088.21695075824
1353,176508.3287707878
1878,166802.00451659304
390,160422.96038274223
1456,235614.64191555246
1103,287758.26935148047
1387,100924.02005552163
2070,143610.27272017277
1199,156647.97696427008
2479,183503.13663139046
501,301876.66638924845
2362,85205.59953933
1718,238155.73289363668
2188,81872.1963221935
1483,156136.54582571203
2557,74849.6715450439
437,335261.49805356585
2224,187601.71817296228
1628,187928.4886768705
397,130802.91725225895
587,185463.54534600096
2182,496428.69358313794
971,147153.68803045264
2611,147039.21546025743
1887,88398.96940281257
2399,370127.42341886513
2148,207660.5130455093
304,137325.47467446106
1997,135738.77678982235
2817,119608.88252936208
1431,228144.69530264876
427,354742.8908599795
263,129563.17177329137
598,183104.12211868528
2895,246619.27461743227
687,121516.46735481707
1822,136894.82130782475
2191,100126.99699109956
179,107556.95268269247
1009,261465.69510034157
2010,127788.94047386231
1991,142513.3325023103
1411,197071.80234837718
1721,263854.45785817003
1144,200235.38720731423
593,216424.61969370797
575,308373.1205644243
1249,182774.54121020163
1604,126297.4985654788
1064,435685.29604467587
1923,149415.43846039573
1988,95738.60648490312
2325,170203.6022873929
114,200120.21184254
2700,158441.1276349326
217,124693.74668639578
343,189668.05486791392
386,214795.7899648721
2005,115893.7326766708
2908,122270.58652575323
1814,244258.752488114
2446,429466.8497118412
208,152745.08846554253
1679,96771.35646425304
822,318025.6806819397
6,185560.7590027937
1781,370472.2228415285
2397,326780.8430390395
2340,321219.1038009557
1618,165808.5193031367
2843,155680.77882261228
1061,349102.46205854224
2786,129873.39475746188
1935,130323.97253482262
1341,127189.13802815994
521,257733.9252745672
2136,131698.8002663616
996,200451.11588121962
227,143208.8191019287
135,173412.21719178732
1167,159614.09488680243
294,217933.15804056067
1776,205080.243858238
540,177119.5528280899
1717,254168.79294062767
2303,124026.61400571887
116,189391.10764418257
127,161680.82831518384
1371,133046.93549930997
1014,159385.8225085297
1507,88870.18204689489
702,148595.63189342126
750,144634.50360756076
261,135701.82024342858
1559,68086.1969484188
577,211307.72747742056
2812,195271.32284799655
2080,162172.95312366224
1368,99685.8288881297
2376,127390.91068134559
659,117754.89483203992
1235,125626.24499208762
332,62095.07197472424
1917,141882.21192888875
2094,255587.30887130904
1460,256582.26363115155
1471,222596.50079326116
1509,112821.4246736792
1922,125268.32738380095
433,421161.3737763689
460,278630.2259749667
1116,241930.99811988662
